"NC8";"Libelle";"CPF4 rév. 2";"CPF6 rév. 2";"A17 rév. 2";"A38 rév. 2";"A129 rév. 2";"CF4 rév. 2.1";"CPF6 rév. 2.1";"A17 rév. 2.1";"A38 rév. 2.1";"A129 rév. 2.1";"Début";"Fin"
"7212 50 30";"Produits laminés plats en fer ou aciers non-alliés, d'une largeur < 600 mm, laminés à chaud ou à froid, chromés ou nickelés";"2432";"243220";"C5";"CH";"C24A";"2432";"243220";"C5";"CH";"C24A";1993;2020
"7212 50 40";"Produits laminés plats en fer ou aciers non-alliés, d'une largeur < 600 mm, laminés à chaud ou à froid, cuivrés";"2432";"243220";"C5";"CH";"C24A";"2432";"243220";"C5";"CH";"C24A";1993;2020
"7212 50 61";"Produits laminés plats en fer ou aciers non-alliés, d'une largeur < 600 mm, laminés à chaud ou à froid, revêtus d'alliages d'aluminium-zinc";"2432";"243220";"C5";"CH";"C24A";"2432";"243220";"C5";"CH";"C24A";1993;2020
"7212 50 69";"Produits laminés plats en fer ou aciers non-alliés, d'une largeur < 600 mm, laminés à chaud ou à froid, revêtus d'aluminium (autres que revêtus d'alliages aluminium-zinc)";"2432";"243220";"C5";"CH";"C24A";"2432";"243220";"C5";"CH";"C24A";1993;2020
"7212 50 90";"Produits laminés plats, en fer ou en aciers non-alliés, d'une largeur < 600 mm, laminés à chaud ou à froid, revêtus (autrement qu'étamés, zingués, peints, vernis, revêtus de matières plastiques ou d'oxydes de chrome ou de chrome et d'oxydes de chrome, cuivrés, chromés, nickelés ou revêtus d'aluminium)";"2432";"243220";"C5";"CH";"C24A";"2432";"243220";"C5";"CH";"C24A";1993;2020
"7212 60 00";"Produits laminés plats, en fer ou en aciers non-alliés, d'une largeur < 600 mm, laminés à chaud ou à froid, plaqués";"2432";"243220";"C5";"CH";"C24A";"2432";"243220";"C5";"CH";"C24A";1993;2020
"7213 10 00";"Fil machine en fer ou en aciers non alliés, enroulé en couronnes irrégulières, avec indentations, bourrelets, creux ou reliefs obtenus lors du laminage";"2410";"241061";"C5";"CH";"C24A";"2410";"241061";"C5";"CH";"C24A";2007;2020
"7213 20 00";"Fil machine en aciers de décolletage non-alliés, enroulé en couronnes irrégulières (à l'excl. du fil comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage)";"2410";"241061";"C5";"CH";"C24A";"2410";"241061";"C5";"CH";"C24A";2007;2020
"7213 91 10";"Fil machine du type utilisé pour armature du béton, lisse, en fer ou en aciers non-alliés, enroulé en couronnes irrégulières, de section circulaire d'un diamètre < 14 mm";"2410";"241061";"C5";"CH";"C24A";"2410";"241061";"C5";"CH";"C24A";2017;2020
"7213 91 20";"Fil machine du type utilisé pour le renforcement des pneumatiques, lisse, en fer ou en aciers non-alliés, enroulé en couronnes irrégulières";"2410";"241061";"C5";"CH";"C24A";"2410";"241061";"C5";"CH";"C24A";2005;2020
"7213 91 41";"Fil machine en fer ou en aciers non-alliés, enroulé en couronnes irrégulières, contenant en poids <= 0,06% de carbone, de section circulaire d'un diamètre < 14 mm (à l'excl. des produits en acier de décolletage, du fil machine pour armature du béton ou le renforcement des pneumatiques et du fil machine comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage)";"2410";"241061";"C5";"CH";"C24A";"2410";"241061";"C5";"CH";"C24A";2007;2020
"7213 91 49";"Fil machine en fer ou en aciers non-alliés, enroulé en couronnes irrégulières, contenant en poids > 0,06% mais < 0,25% de carbone, de section circulaire d'un diamètre < 14 mm (à l'excl. des produits en acier de décolletage, du fil machine pour armature du béton et le renforcement des pneumatiques et du fil machine comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage)";"2410";"241061";"C5";"CH";"C24A";"2410";"241061";"C5";"CH";"C24A";2007;2020
"7213 91 70";"Fil machine en fer ou en aciers non alliés, enroulé en couronnes irrégulières, à teneur en poids en carbone >= 0,25% mais < 0,75%, de section circulaire de diamètre < 14 mm (à l'excl. des produits en acier de décolletage, du fil machine pour armature du béton et le renforcement des pneumatiques et du fil machine comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage)";"2410";"241061";"C5";"CH";"C24A";"2410";"241061";"C5";"CH";"C24A";2007;2020
"7213 91 90";"Fil machine en fer ou en aciers non-alliés, enroulé en couronnes irrégulières, contenant en poids > 0,75% de carbone, de section circulaire de diamètre < 14 mm (à l'excl. des produits en acier de décolletage, du fil machine lisse pour le renforcement des pneumatiques et armature du béton et du fil machine comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage)";"2410";"241061";"C5";"CH";"C24A";"2410";"241061";"C5";"CH";"C24A";2007;2020
"7213 99 10";"Fil machine en fer ou en aciers non-alliés, enroulé en couronnes irrégulières, contenant en poids < 0,25% de carbone (à l'excl. des produits de section circulaire d'un diamètre < 14 mm, du fil machine en acier de décolletage ainsi que du fil machine comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage)";"2410";"241061";"C5";"CH";"C24A";"2410";"241061";"C5";"CH";"C24A";1993;2020
"7213 99 90";"Fil machine en fer ou en aciers non alliés, enroulé en couronnes irrégulières, contenant en poids >= 0,25% de carbone (à l'excl. des produits de section circulaire d'un diamètre < 14 mm, du fil machine en acier de décolletage ainsi que du fil machine comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage)";"2410";"241061";"C5";"CH";"C24A";"2410";"241061";"C5";"CH";"C24A";2005;2020
"7214 10 00";"Barres, en fer ou en aciers non-alliés, simpl. forgées";"2410";"241062";"C5";"CH";"C24A";"2410";"241062";"C5";"CH";"C24A";1993;2020
"7214 20 00";"Barres en fer ou en aciers non-alliés, comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage ou ayant subi une torsion après laminage";"2410";"241062";"C5";"CH";"C24A";"2410";"241062";"C5";"CH";"C24A";2012;2020
"7214 30 00";"Barres en aciers de décolletage non-alliés, simpl. laminées à chaud ou filées à chaud ou extrudées à chaud (à l'excl. des barres comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage ou ayant subi une torsion après laminage)";"2410";"241062";"C5";"CH";"C24A";"2410";"241062";"C5";"CH";"C24A";1993;2020
"7214 91 10";"Barres en fer ou en aciers non-alliés, simpl. laminées à chaud ou filées à chaud ou extrudées à chaud, contenant en poids < 0,25% de carbone, de section rectangulaire (à l'excl. des barres en acier de décolletage ainsi que des barres comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage ou ayant subi une torsion après laminage)";"2410";"241062";"C5";"CH";"C24A";"2410";"241062";"C5";"CH";"C24A";2005;2020
"7214 91 90";"Barres en fer ou en aciers non-alliés, simpl. laminées ou filées à chaud ou extrudées à chaud, contenant en poids >= 0,25% de carbone, de section rectangulaire (à l'excl. des barres en acier de décolletage ainsi que des barres comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage ou ayant subi une torsion après laminage)";"2410";"241062";"C5";"CH";"C24A";"2410";"241062";"C5";"CH";"C24A";1993;2020
"7214 99 10";"Barres en fer ou en aciers non-alliés, du type utilisé pour armature du béton, lisses, simpl. laminées ou filées à chaud ou extrudées à chaud, contenant en poids < 0,25% de carbone, de section carrée ou de section autre que rectangulaire";"2410";"241062";"C5";"CH";"C24A";"2410";"241062";"C5";"CH";"C24A";1993;2020
"7214 99 31";"Barres, en fer ou en aciers non-alliés, simpl. laminées ou filées à chaud, contenant en poids < 0,25% de carbone, de section circulaire d'un diamètre >= 80 mm (à l'excl. des produits en aciers de décolletage, des barres lisses pour armature pour béton, des produits ayant subi une torsion après laminage ainsi que des produits comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage)";"2410";"241062";"C5";"CH";"C24A";"2410";"241062";"C5";"CH";"C24A";1993;2020
"7214 99 39";"Barres, en fer ou en aciers non alliés, simpl. laminées ou filées à chaud, contenant en poids < 0,25% de carbone, de section circulaire d'un diamètre < 80 mm (à l'excl. des produits en aciers de décolletage, des barres lisses pour armature pour béton, des produits ayant subi une torsion après laminage ainsi que des produits comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage)";"2410";"241062";"C5";"CH";"C24A";"2410";"241062";"C5";"CH";"C24A";1993;2020
"7214 99 50";"Barres, en fer ou en aciers non alliés, simpl. laminées ou filées à chaud, contenant en poids < 0,25% de carbone (à l'excl. des produits de section circulaire et rectangulaire, des produits en aciers de décolletage, des barres lisses pour armature pour béton, des produits ayant subi une torsion après laminage ainsi que des produits comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage)";"2410";"241062";"C5";"CH";"C24A";"2410";"241062";"C5";"CH";"C24A";2005;2020
"7214 99 71";"Barres, en fer ou en aciers non alliés, simpl. laminées à chaud ou filées à chaud ou extrudées à chaud, contenant en poids >= 0,25% de carbone, de section circulaire d'un diamètre >= 80 mm (à l'excl. des produits comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage, des produits ayant subi une torsion après laminage ainsi que des produits en acier de décolletage)";"2410";"241062";"C5";"CH";"C24A";"2410";"241062";"C5";"CH";"C24A";2005;2020
"7214 99 79";"Barres en fer ou en aciers non alliés, simpl. laminées à chaud ou filées à chaud ou extrudées à chaud, contenant en poids >= 0,25% de carbone, de section circulaire d'un diamètre < 80 mm (à l'excl. des produits comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage, des produits ayant subi une torsion après laminage ainsi que des produits en acier de décolletage)";"2410";"241062";"C5";"CH";"C24A";"2410";"241062";"C5";"CH";"C24A";2017;2020
"7214 99 95";"Barres en fer ou en aciers non-alliés, simpl. laminées à chaud ou filées à chaud ou extrudées à chaud, contenant en poids >= 0,25% de carbone, de section carrée ou de section autre que rectangulaire ou circulaire (à l'excl. des produits comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage, des produits ayant subi une torsion après laminage ainsi que des produits en acier de décolletage)";"2410";"241062";"C5";"CH";"C24A";"2410";"241062";"C5";"CH";"C24A";2005;2020
"7215 10 00";"Barres en aciers de décolletage non-alliés, simpl. obtenues ou parachevées à froid";"2431";"243110";"C5";"CH";"C24A";"2431";"243110";"C5";"CH";"C24A";1993;2020
"7215 50 11";"Barres, en fer ou en aciers non-alliés, simpl. obtenues ou parachevées à froid, contenant en poids < 0,25% de carbone, de section rectangulaire (à l'excl. des barres en aciers de décolletage)";"2431";"243110";"C5";"CH";"C24A";"2431";"243110";"C5";"CH";"C24A";1993;2020
"7215 50 19";"Barres, en fer ou en aciers non-alliés, simpl. obtenues ou parachevées à froid, contenant en poids < 0,25% de carbone, de section carrée ou autre (à l'excl. des barres de section rectangulaire ainsi que des barres en aciers de décolletage)";"2431";"243110";"C5";"CH";"C24A";"2431";"243110";"C5";"CH";"C24A";1993;2020
"7215 50 80";"Barres, en fer ou en aciers non-alliés, simpl. obtenues ou parachevées à froid, contenant en poids >= 0,25% de carbone (à l'excl. des barres en aciers de décolletage)";"2431";"243110";"C5";"CH";"C24A";"2431";"243110";"C5";"CH";"C24A";1993;2020
"7215 90 00";"Barres en fer ou en aciers non-alliés, obtenues ou parachevées à froid et ayant subi certaines ouvraisons plus poussées ou obtenues à chaud et ayant subi certaines ouvraisons plus poussées, n.d.a.";"2431";"243110";"C5";"CH";"C24A";"2431";"243110";"C5";"CH";"C24A";1993;2020
"7216 10 00";"Profilés en U, en I ou en H, en fer ou en aciers non alliés, simpl. laminés ou filés à chaud, d'une hauteur < 80 mm";"2410";"241071";"C5";"CH";"C24A";"2410";"241071";"C5";"CH";"C24A";1993;2020
"7216 21 00";"Profilés en L, en fer ou en aciers non alliés, simpl. laminés ou filés à chaud, d'une hauteur < 80 mm";"2410";"241071";"C5";"CH";"C24A";"2410";"241071";"C5";"CH";"C24A";1993;2020
"7216 22 00";"Profilés en T, en fer ou en aciers non alliés, simpl. laminés ou filés à chaud, d'une hauteur < 80 mm";"2410";"241071";"C5";"CH";"C24A";"2410";"241071";"C5";"CH";"C24A";2007;2020
"7216 31 10";"Profilés en U, en fer ou en aciers non alliés, simpl. laminés ou filés à chaud, d'une hauteur de 80 mm à 220 mm";"2410";"241071";"C5";"CH";"C24A";"2410";"241071";"C5";"CH";"C24A";2007;2020
"7216 31 90";"Profilés en U, en fer ou en aciers non alliés, simpl. laminés ou filés à chaud, d'une hauteur >= 220 mm";"2410";"241071";"C5";"CH";"C24A";"2410";"241071";"C5";"CH";"C24A";1993;2020
"7216 32 11";"Profilés en I, en fer ou en aciers non alliés, à ailes à faces parallèles, simpl. laminés ou filés à chaud, d'une hauteur de 80 mm à 220 mm";"2410";"241071";"C5";"CH";"C24A";"2410";"241071";"C5";"CH";"C24A";1993;2020
"7216 32 19";"Profilés en I, en fer ou en aciers non alliés, simpl. laminés ou filés à chaud, d'une hauteur de 80 mm à 220 mm (autres qu'à ailes à faces parallèles)";"2410";"241071";"C5";"CH";"C24A";"2410";"241071";"C5";"CH";"C24A";1993;2020
"7216 32 91";"Profilés en I, en fer ou en aciers non alliés, à ailes à faces parallèles, simpl. laminés ou filés à chaud, d'une hauteur >= 220 mm";"2410";"241071";"C5";"CH";"C24A";"2410";"241071";"C5";"CH";"C24A";1993;2020
"7216 32 99";"Profilés en I, en fer ou en aciers non alliés, simpl. laminés ou filés à chaud, d'une hauteur >= 220 mm (autres qu'à ailes à faces parallèles)";"2410";"241071";"C5";"CH";"C24A";"2410";"241071";"C5";"CH";"C24A";1993;2020
"7216 33 10";"Profilés en H, en fer ou en aciers non alliés, simplement laminés ou filés à chaud, d'une hauteur >= 80 mm mais <= 180 mm";"2410";"241071";"C5";"CH";"C24A";"2410";"241071";"C5";"CH";"C24A";1993;2020
"7216 33 90";"Profilés en H, en fer ou en aciers non alliés, simplement laminés ou filés à chaud, d'une hauteur > 180 mm";"2410";"241071";"C5";"CH";"C24A";"2410";"241071";"C5";"CH";"C24A";1993;2020
"7216 40 10";"Profilés en L, en fer ou en aciers non alliés, simpl. laminés ou filés à chaud, d'une hauteur >= 80 mm";"2410";"241071";"C5";"CH";"C24A";"2410";"241071";"C5";"CH";"C24A";1993;2020
"7216 40 90";"Profilés en T, en fer ou en aciers non alliés, simpl. laminés ou filés à chaud, d'une hauteur >= 80 mm";"2410";"241071";"C5";"CH";"C24A";"2410";"241071";"C5";"CH";"C24A";1993;2020
"7216 50 10";"Profilés en fer ou en aciers non-alliés, simpl. laminés ou filés à chaud, d'une section transversale pouvant être inscrite dans un carré dont le côté <= 80 mm (à l'excl. des profilés en U, en I, en H, en L ou en T)";"2410";"241071";"C5";"CH";"C24A";"2410";"241071";"C5";"CH";"C24A";1993;2020
"7216 50 91";"Plats à boudins [à bourrelets], simpl. laminés ou filés à chaud";"2410";"241071";"C5";"CH";"C24A";"2410";"241071";"C5";"CH";"C24A";1993;2020
"7216 50 99";"Profilés, en fer ou en aciers non-alliés, simpl. laminés ou filés à chaud (à l'excl. des plats à boudins [à bourrelets], des profilés en U, I, H, L ou T ainsi que des produits d'une section transversale pouvant être inscrite dans un carré dont le côté <= 80 mm)";"2410";"241071";"C5";"CH";"C24A";"2410";"241071";"C5";"CH";"C24A";1993;2020
"7216 61 10";"Profilés en C, en L, en U, en Z, en oméga ou en tube ouvert, en fer ou en aciers non alliés, simpl. obtenus à froid à partir de produits laminés plats";"2433";"243311";"C5";"CH";"C24A";"2433";"243311";"C5";"CH";"C24A";1993;2020
"7216 61 90";"Profilés en fer ou en aciers non alliés, simpl. obtenus à froid à partir de produits laminés plats (autres qu'en C, L, U, Z, qu'en oméga ou en tube ouvert et sauf en tôle nervurée)";"2433";"243311";"C5";"CH";"C24A";"2433";"243311";"C5";"CH";"C24A";1993;2020
"7216 69 00";"Profilés en fer ou en aciers non-alliés, simpl. obtenus ou parachevés à froid (à l'excl. des profilés obtenus à partir de produits laminés plats et des tôles nervurées)";"2431";"243110";"C5";"CH";"C24A";"2431";"243110";"C5";"CH";"C24A";1993;2020
"7216 91 10";"Profilés en tôles nervurées, en fer ou en aciers non alliés, obtenus ou parachevés à froid";"2433";"243320";"C5";"CH";"C24A";"2433";"243320";"C5";"CH";"C24A";2007;2020
"7216 91 80";"Profilés en fer ou en aciers non alliés, obtenus ou parachevés à froid à partir de produits laminés plats et ayant subi certaines ouvraisons plus poussées (à l'excl. des profilés en tôles nervurées)";"2433";"243311";"C5";"CH";"C24A";"2433";"243311";"C5";"CH";"C24A";1993;2020
"7216 99 00";"Profilés en fer ou en aciers non alliés, obtenus ou parachevés à froid et ayant subi certaines ouvraisons plus poussées ou simpl. forgés ou forgés ou autrement obtenus à chaud et ayant subi certaines ouvraisons plus poussées, n.d.a. (autres que ceux obtenus à partir de produits laminés plats)";"2433";"243311";"C5";"CH";"C24A";"2433";"243311";"C5";"CH";"C24A";1993;2020
"7217 10 10";"Fils en fer ou en aciers non alliés, en couronnes ou en rouleaux, d'une teneur en poids en carbone < 0,25%, non revêtus, même polis, dont la plus grande dimension de la coupe transversale < 0,8 mm";"2434";"243411";"C5";"CH";"C24A";"2434";"243411";"C5";"CH";"C24A";2007;2020
"7217 10 31";"Fils en fer ou en aciers non alliés, en couronnes ou en rouleaux, d'une teneur en poids en carbone < 0,25%, non revêtus, même polis, dont la plus grande dimension de la coupe transversale >= 0,8 mm, comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage";"2434";"243411";"C5";"CH";"C24A";"2434";"243411";"C5";"CH";"C24A";2007;2020
"7217 10 39";"Fils en fer ou en aciers non alliés, en couronnes ou en rouleaux, d'une teneur en poids en carbone < 0,25%, non revêtus, dont la plus grande dimension de la coupe transversale >= 0,8 mm (ne comportant pas des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage)";"2434";"243411";"C5";"CH";"C24A";"2434";"243411";"C5";"CH";"C24A";1993;2020
"7217 10 50";"Fils en fer ou en aciers non alliés, en couronnes ou en rouleaux, d'une teneur en poids en carbone >= 0,25% mais < 0,6%, non revêtus, même polis (sauf fil machine)";"2434";"243411";"C5";"CH";"C24A";"2434";"243411";"C5";"CH";"C24A";1993;2020
"7217 10 90";"Fils en fer ou en aciers non alliés, en couronnes ou en rouleaux, d'une teneur en poids en carbone >= 0,6%, non revêtus, même polis (sauf fil machine)";"2434";"243411";"C5";"CH";"C24A";"2434";"243411";"C5";"CH";"C24A";1993;2020
"7217 20 10";"Fils en fer ou en aciers non alliés, en couronnes ou en rouleaux, d'une teneur en poids en carbone < 0,25%, zingués, dont la plus grande dimension de la coupe transversale < 0,8 mm";"2434";"243411";"C5";"CH";"C24A";"2434";"243411";"C5";"CH";"C24A";1993;2020
"7217 20 30";"Fils en fer ou en aciers non alliés, en couronnes ou en rouleaux, d'une teneur en poids en carbone < 0,25%, zingués, dont la plus grande dimension de la coupe transversale >= 0,8 mm (à l'excl. du fil machine)";"2434";"243411";"C5";"CH";"C24A";"2434";"243411";"C5";"CH";"C24A";1993;2020
"7217 20 50";"Fils en fer ou en aciers non alliés, en couronnes ou en rouleaux, d'une teneur en poids en carbone >= 0,25% mais < 0,6%, zingués (sauf fil machine)";"2434";"243411";"C5";"CH";"C24A";"2434";"243411";"C5";"CH";"C24A";1993;2020
"7217 20 90";"Fils en fer ou en aciers non alliés, en couronnes ou en rouleaux, d'une teneur en poids en carbone >= 0,6%, zingués (sauf fil machine)";"2434";"243411";"C5";"CH";"C24A";"2434";"243411";"C5";"CH";"C24A";1993;2020
"7217 30 41";"Fils en fer ou en aciers non alliés, en couronnes ou en rouleaux, d'une teneur en poids en carbone < 0,25%, cuivrés (sauf fil machine)";"2434";"243411";"C5";"CH";"C24A";"2434";"243411";"C5";"CH";"C24A";2007;2020
"7217 30 49";"Fils en fer ou en aciers non alliés, en couronnes ou en rouleaux, d'une teneur en poids en carbone < 0,25%, revêtus de métaux communs (sauf zingués ou cuivrés et sauf fil machine)";"2434";"243411";"C5";"CH";"C24A";"2434";"243411";"C5";"CH";"C24A";2007;2020
"7217 30 50";"Fils en fer ou en aciers non alliés, en couronnes ou en rouleaux, d'une teneur en poids en carbone >= 0,25% mais < 0,6%, revêtus de métaux communs (sauf zingués et sauf fil machine)";"2434";"243411";"C5";"CH";"C24A";"2434";"243411";"C5";"CH";"C24A";1993;2020
"7217 30 90";"Fils en fer ou en aciers non alliés, en couronnes ou en rouleaux, d'une teneur en poids en carbone >= 0,6%, revêtus de métaux communs (sauf zinc et sauf fil machine)";"2434";"243411";"C5";"CH";"C24A";"2434";"243411";"C5";"CH";"C24A";1993;2020
"7217 90 20";"Fils en fer ou en aciers non alliés, en couronnes ou en rouleaux, d'une teneur en poids en carbone < 0,25%, revêtus (sauf revêtus de métaux communs et sauf fil machine)";"2434";"243411";"C5";"CH";"C24A";"2434";"243411";"C5";"CH";"C24A";1993;2020
"7217 90 50";"Fils en fer ou en aciers non alliés, en couronnes ou en rouleaux, d'une teneur en poids en carbone >= 0,25% mais < 0,6%, revêtus (sauf revêtus de métaux communs et sauf fil machine)";"2434";"243411";"C5";"CH";"C24A";"2434";"243411";"C5";"CH";"C24A";1993;2020
"7217 90 90";"Fils en fer ou en aciers non alliés, en couronnes ou en rouleaux, d'une teneur en poids en carbone >= 0,6%, revêtus (sauf revêtus de métaux communs et sauf fil machine)";"2434";"243411";"C5";"CH";"C24A";"2434";"243411";"C5";"CH";"C24A";2007;2020
"7218 10 00";"Aciers inoxydables en lingots et autres formes primaires (sauf déchets lingotés et produits obtenus par coulée continue)";"2410";"241022";"C5";"CH";"C24A";"2410";"241022";"C5";"CH";"C24A";1993;2020
"7218 91 10";"Demi-produits en aciers inoxydables, de section transversale rectangulaire, contenant en poids >= 2,5% de nickel";"2410";"241022";"C5";"CH";"C24A";"2410";"241022";"C5";"CH";"C24A";1993;2020
"7218 91 80";"Demi-produits en aciers inoxydables, de section transversale rectangulaire, contenant en poids < 2,5% de nickel";"2410";"241022";"C5";"CH";"C24A";"2410";"241022";"C5";"CH";"C24A";1993;2020
"7218 99 11";"Demi-produits en aciers inoxydables, de section transversale carrée, laminés à chaud ou obtenus par coulée continue";"2410";"241022";"C5";"CH";"C24A";"2410";"241022";"C5";"CH";"C24A";1993;2020
"7218 99 19";"Demi-produits en aciers inoxydables, de section transversale carrée, forgés";"2410";"241022";"C5";"CH";"C24A";"2410";"241022";"C5";"CH";"C24A";1993;2020
"7218 99 20";"Demi-produits en aciers inoxydables, de section transversale circulaire ou non-carrée ou non-rectangulaire, laminés à chaud ou obtenus par coulée continue";"2410";"241022";"C5";"CH";"C24A";"2410";"241022";"C5";"CH";"C24A";1993;2020
"7218 99 80";"Demi-produits en aciers inoxydables, forgés (autres qu'à section transversale carrée ou rectangulaire)";"2410";"241022";"C5";"CH";"C24A";"2410";"241022";"C5";"CH";"C24A";2009;2020
"7219 11 00";"Produits laminés plats, en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à chaud, enroulés, d'une épaisseur > 10 mm";"2410";"241033";"C5";"CH";"C24A";"2410";"241033";"C5";"CH";"C24A";1993;2020
"7219 12 10";"Produits laminés plats en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à chaud, enroulés, épaisseur >= 4,75 mm mais <= 10 mm, teneur en poids en nickel >= 2,5%";"2410";"241033";"C5";"CH";"C24A";"2410";"241033";"C5";"CH";"C24A";2009;2020
"7219 12 90";"Produits laminés plats en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à chaud, enroulés, épaisseur >= 4,75 mm mais <= 10 mm, teneur en poids en nickel < 2,5%";"2410";"241033";"C5";"CH";"C24A";"2410";"241033";"C5";"CH";"C24A";1993;2020
"7219 13 10";"Produits laminés plats en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à chaud, enroulés, épaisseur >= 3 mm mais < 4,75 mm, teneur en poids en nickel >= 2,5%";"2410";"241033";"C5";"CH";"C24A";"2410";"241033";"C5";"CH";"C24A";1993;2020
"7219 13 90";"Produits laminés plats en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à chaud, enroulés, épaisseur >= 3 mm mais < 4,75 mm, teneur en poids en nickel < 2,5%";"2410";"241033";"C5";"CH";"C24A";"2410";"241033";"C5";"CH";"C24A";1993;2020
"7219 14 10";"Produits laminés plats en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à chaud, enroulés, épaisseur < 3 mm, teneur en poids en nickel >= 2,5%";"2410";"241033";"C5";"CH";"C24A";"2410";"241033";"C5";"CH";"C24A";1993;2020
"7219 14 90";"Produits laminés plats en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à chaud, enroulés, épaisseur < 3 mm, teneur en poids en nickel < 2,5%";"2410";"241033";"C5";"CH";"C24A";"2410";"241033";"C5";"CH";"C24A";1993;2020
"7219 21 10";"Produits laminés plats, en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à chaud, non-enroulés, d'une épaisseur > 10 mm et contenant en poids >= 2,5% de nickel";"2410";"241033";"C5";"CH";"C24A";"2410";"241033";"C5";"CH";"C24A";1993;2020
"7219 21 90";"Produits laminés plats en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à chaud, non-enroulés, épaisseur > 10 mm, teneur en poids en nickel < 2,5%";"2410";"241033";"C5";"CH";"C24A";"2410";"241033";"C5";"CH";"C24A";1993;2020
"7219 22 10";"Produits laminés plats en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à chaud, non-enroulés, épaisseur >= 4,75 mm mais <= 10 mm, teneur en poids en nickel >= 2,5%";"2410";"241033";"C5";"CH";"C24A";"2410";"241033";"C5";"CH";"C24A";1993;2020
"7219 22 90";"Produits laminés plats en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à chaud, non-enroulés, épaisseur >= 4,75 mm mais <= 10 mm, teneur en poids en nickel < 2,5%";"2410";"241033";"C5";"CH";"C24A";"2410";"241033";"C5";"CH";"C24A";1993;2020
"7219 23 00";"Produits laminés plats, en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à chaud, non-enroulés, d'une épaisseur >= 3 mm mais < 4,75 mm";"2410";"241033";"C5";"CH";"C24A";"2410";"241033";"C5";"CH";"C24A";1993;2020
"7219 24 00";"Produits laminés plats, en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à chaud, non-enroulés, d'une épaisseur < 3 mm";"2410";"241033";"C5";"CH";"C24A";"2410";"241033";"C5";"CH";"C24A";1993;2020
"7219 31 00";"Produits laminés plats, en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à froid, d'une épaisseur >= 4,75 mm";"2410";"241042";"C5";"CH";"C24A";"2410";"241042";"C5";"CH";"C24A";1993;2020
"7219 32 10";"Produits laminés plats en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à froid, épaisseur >= 3 mm mais < 4,75 mm, teneur en poids en nickel >= 2,5%";"2410";"241042";"C5";"CH";"C24A";"2410";"241042";"C5";"CH";"C24A";2007;2020
"7219 32 90";"Produits laminés plats en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à froid, épaisseur >= 3 mm mais < 4,75 mm, teneur en poids en nickel < 2,5%";"2410";"241042";"C5";"CH";"C24A";"2410";"241042";"C5";"CH";"C24A";2002;2020
"7219 33 10";"Produits laminés plats en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à froid, épaisseur > 1 mm mais < 3 mm, teneur en poids en nickel >= 2,5%";"2410";"241042";"C5";"CH";"C24A";"2410";"241042";"C5";"CH";"C24A";2009;2020
"7219 33 90";"Produits laminés plats en aciers inoxydables, d'une largeur >= 600 mm, simpl. laminés à froid, épaisseur > 1 mm mais < 3 mm, teneur en poids en nickel < 2,5%";"2410";"241042";"C5";"CH";"C24A";"2410";"241042";"C5";"CH";"C24A";2009;2020
