"Etablissement";"Siren";"Site";"Site non-trouve";"Categories";"Categorie-2";"Categorie-3";"Categorie-4";"Categorie-5";"Categorie-6";"Categorie-7";"Categorie-8";"Entreprise-de-servicesde-logistique";"Aucune-categorie"
"ARCELORMITTAL REVIGNY";381266832;"https://france.arcelormittal.com/";;8207;;;;;;;;;
"REYMANN";738500370;"https://reymann.com";;;;;;;;;;1;
"ACTEGA RHENACOAT";389364654;"https://www.actega.com/fr";;3215;3214;8484;3506;;;;;;
"KNAUF - LA RHENANE";916020324;;1;;;;;;;;;;
"RHENUS LOGISTICS ALSACE";728202730;"http://www.rhenus.com/fr/fr/";;;;;;;;;;1;
"PAPETERIES DU RHIN";333286706;"https://www.papeteries-du-rhin.com/fr/";;3703;;;;;;;;;
"BOREALIS-PRODUITS ET ENGRAIS CHIMIQUES DU RHIN";946750981;"https://www.borealisgroup.com/ottmarsheim";;3102;;;;;;;;;
"RHODIA OPERATIONS";622037083;;1;;;;;;;;;;
"ALTRANS RHONE ALPES";528903057;"https://www.altrans.fr";;;;;;;;;;1;
"COMPAGNIE DES FROMAGES ET RICHESMONTS";501645196;"https://cfrcheese.com";;406;;;;;;;;;
"COMPAGNIE DES FROMAGES ET RICHESMONTS";501645196;"https://cfrcheese.com";;406;;;;;;;;;
"RICOH INDUSTRIE FRANCE";341095735;"https://www.ricoh-thermal.com/fr";;4802;;;;;;;;;
"RIMMA";756800652;;1;;;;;;;;;;
"ROBERT RAVILLON";313588287;"https://www.ravillon.com";;8201;;;;;;;;;
"ROBERT RAVILLON";313588287;"https://www.ravillon.com/";;8432;8433;8701;;;;;;;
"ROCHA";302020532;"https://rocha.fr/";;8432;8433;;;;;;;;
"ROCHA";302020532;"https://rocha.fr/";;8433;;;;;;;;;
"ROCHLING INDUSTRIAL NANCY";342340759;"https://www.roechling.com/fr/";;3920;3919;;;;;;;;
"ROCHLING INDUSTRIAL MAXEVILLE";379768500;"https://www.roechling.com/fr/industrial/maxeville";;;;;;;;;;;1
"CHAMPAGNE LOUIS ROEDERER";335681169;"https://www.louis-roederer.com/fr/prehome";;2204;;;;;;;;;
"CONFISERIE ROHAN";311243067;"https://www.confiserierohan.fr/";;1806;;;;;;;;;
"CONFISERIE ROHAN";311243067;"https://www.confiserierohan.fr/";;1806;1704;;;;;;;;
"ROHR ENVIRONNEMENT";916920317;"https://www.derichebourg.com/fr/";;;;;;;;;;1;
"ROQUETTE FRERES";357200054;"https://fr.roquette.com";;5901;;;;;;;;;
"ROSSMANN";588505289;"https://www.rossmann.de/de/";;4823;;;;;;;;;
"ROSSMANN";588505289;"https://www.rossmann.de/de/";;4823;;;;;;;;;
"GAMBA ET ROTA";662880251;"https://www.gamba-rota.fr/";;;;;;;;;;1;
"ROTHELEC";326564754;"https://www.rothelec.fr";;8435;;;;;;;;;
"ROUBY INDUSTRIE";342968898;"https://www.rouby-industrie.fr";;8302;;;;;;;;;
"MAHLE BEHR FRANCE ROUFFACH";916920697;"https://www.mahle.com/en/";;8413;8414;;;;;;;;
"ROUSSEY";652880634;"https://www.rousseyfils.fr/";;;;;;;;;;1;
"CANELIA ROUVROY POUDRE";435297841;;1;;;;;;;;;;
"COLMANT CUVELIER RPS";531794071;"https://colmant-cuvelier-rps.com/fr/";;4010;8483;8714;;;;;;;
"RYVIA";329208250;;1;;;;;;;;;;
"P M S INDUSTRIE";331842906;"https://pms-ind.com";;5303;;;;;;;;;
"METAL BLANC S A";542052691;"https://www.metalblanc.fr/fr/index.php";;7901;7801;8001;;;;;;;
"M H C S";509553459;"https://maisons-champagne.com/fr/maison/moet-chandon";;2204;;;;;;;;;
"PAINS D EPICES FORTWENGER S A";917121444;"https://www.fortwenger.fr/";;1905;;;;;;;;;
"M H C S";509553459;"https://www.moet.com/fr-fr";;2204;;;;;;;;;
"M H C S";509553459;"https://www.moet.com/fr-fr";;2204;;;;;;;;;
"M H C S";509553459;"https://maisons-champagne.com/fr/";;2204;;;;;;;;;
"INNOV' S.A.";435383930;"https://www.innov-sa.com/";;8713;;;;;;;;;
"ANGERMULLER S.A.";655881100;"https://www.angermuller.com/";;3824;6810;;;;;;;;
"HALBOUT S.A.";351592233;"https://almhalbout.fr/";;6114;6211;;;;;;;;
"PONSSE S.A.";403140866;"https://www.ponsse.com/fr/accueil";;8432;8430;;;;;;;;
"CHAMPAGNE ELLNER S.A.S";97250294;"https://www.champagne-ellner.com";;2204;;;;;;;;;
"CHAMPAGNE ELLNER S.A.S";97250294;"https://www.champagne-ellner.com";;2204;;;;;;;;;
"S.I.T.S";379204654;"https://www.sits.eu/fr";;;;;;;;;;1;
"AKWEL SA";344844998;"https://akwel-automotive.com";;8708;;;;;;;;;
"S.N.F. SA";430006643;;1;;;;;;;;;;
"ATERNO SA";392131728;"https://www.chauffage-aterno.com/";;7322;;;;;;;;;
"HEIMBURGER SA";410472021;"https://www.patesgrandmere.com";;1902;;;;;;;;;
"EGELHOF SA";318164423;"https://www.egelhof.com/fr/";;8418;8481;;;;;;;;
"BATIROC SA";316539006;"https://www.batiroc.com/";;7308;;;;;;;;;
"POL ROGER ET COMPAGNIE SA";95750113;"https://www.polroger.com/";;2204;;;;;;;;;
"PAUL HARTMANN SA";778740001;"https://www.hartmann.fr/";;9619;3304;;;;;;;;
"KECK-CHIMIE SA";307114512;"https://www.keck-chimie.fr/";;3506;;;;;;;;;
"FAYNOT INDUSTRIE SA";483804316;"https://www.faynot.com/";;7318;;;;;;;;;
"AMAZONE SA FORBACH";657080362;"https://amazone.net/fr/service-assistance/pour-agriculteurs-entrepreneurs-et-municipalites/service-clients/reseau-de-vente-international/amazone-s-a-forbach--115504";;8433;;;;;;;;;
"BURSTNER SA";307068544;"https://www.buerstner.com/fr/fr";;8707;;;;;;;;;
"LALIQUE SA";775667736;"https://www.lalique.com/fr";;7010;;;;;;;;;
"PSA AUTOMOBILES SA";542065479;"https://site.groupe-psa.com/";;8703;;;;;;;;;
"SA COUVAL";307150334;;1;;;;;;;;;;
"HUSSOR SA";333566727;"https://www.hussor.com";;8302;;;;;;;;;
"PSA AUTOMOBILES SA";542065479;"https://site.groupe-psa.com/poissy/fr/";;8703;;;;;;;;;
"PSA AUTOMOBILES SA";542065479;"https://site.groupe-psa.com/poissy/fr";;8703;;;;;;;;;
"PRIVE SA";775739063;"https://www.prive.fr/fr/";;8609;;;;;;;;;
"SA DES EAUX MINERALES DE RIBEAUVILLE";915420236;"https://www.spadel.com/fr";;2201;;;;;;;;;
"SA CORDM";325589968;"https://www.cordm.com";;8483;;;;;;;;;
"MAGOTTEAUX SA";304398563;"https://www.magotteaux.com/fr";;3824;7325;;;;;;;;
"BERTHOLD SA";347890840;"https://www.berthold-btp.com/";;;;;;;;;;1;
"FORGEL SA";335580023;"https://www.forgel.com/";;8418;8516;;;;;;;;
"SA JST FRANCE";342967080;"https://www.jst.fr/fr/contact/nos-coordonnees-n379";;8542;;;;;;;;;
"ETABLISSEMENTS RAYMOND BARRE SA";785720111;"http://www.barefor.com";;3810;;;;;;;;;
"SA IMPRIMERIES DE CHAMPAGNE";302238837;"https://www.imprimeriechampagne.fr/";;;;;;;;;;1;
"SA LINDAL FRANCE";682011440;;1;;;;;;;;;;
"PSA AUTOMOBILES SA";542065479;"https://site.groupe-psa.com/poissy/fr/";;8703;;;;;;;;;
"CHAMPAGNE DEUTZ SA";335681359;"https://www.champagne-deutz.com/fr/intro/0";;2204;;;;;;;;;
"FRANCOIS HANS SA";505780965;"https://www.blancdesvosges.fr";;9404;;;;;;;;;
"SA IMPRIMERIES DE CHAMPAGNE";302238837;"https://www.imprimeriechampagne.fr/";;;;;;;;;;1;
"BERTHOLD SA";347890840;"https://www.berthold-btp.com/";;6810;7308;;;;;;;;
"BERTHOLD SA";347890840;"https://www.berthold-btp.com";;;;;;;;;;1;
"SA COUVAL";307150334;"http://www.hilzinger.fr/";;3925;7610;4418;;;;;;;
"LABORATOIRES LEHNING SA";358802445;"https://www.lehning.com";;3006;;;;;;;;;
"CATALENT FRANCE BEINHEIM SA";622017077;"https://www.catalent.com/our-locations/europe/beinheim-france/";;3006;;;;;;;;;
"MAROQUINERIE PJ GUENE SA";312868177;"http://www.guene.com";;8308;;;;;;;;;
"EUROPROTECT FRANCE SA";423092386;"https://www.europrotect.fr";;5808;;;;;;;;;
"SA COUVAL";307150334;"http://www.hilzinger.fr/nous-connaitre/nos-usines/menuiserie-couval";;4418;;;;;;;;;
"SA CHARLES MIGNON";400690855;"https://www.champagne-mignon.fr";;2204;;;;;;;;;
"COPVIAL SA";389390600;;1;;;;;;;;;;
"ENTREPRISE GAYET SA";301211736;"http://gayet.fr";;;;;;;;;;1;
"MENUISERIE HUNSINGER SA";309383438;"https://www.hunsinger.fr";;;;;;;;;;1;
"MADER SA";340103985;"https://www.mader-sa.fr";;;;;;;;;;1;
"CHARBONNEAUX BRABANT SA";335782207;"https://www.charbonneauxbrabant.com";;2103;;;;;;;;;
"SA FRANCE RABOTAGE";325323020;"https://www.france-rabotage.fr";;;;;;;;;;1;
"SABEA";390992725;;1;;;;;;;;;;
"SABLIERES J. LEONHART";916020175;"https://www.leonhart.fr/";;2517;;;;;;;;;
"SABLIERES J. LEONHART";916020175;"https://www.leonhart.fr/";;2517;;;;;;;;;
"SAE-SMB INDUSTRIES";794146043;"http://www.sae-smb.com/";;8607;;;;;;;;;
"SAFEGE";542021829;;1;;;;;;;;;;
"SAFEGE";542021829;;1;;;;;;;;;;
"SAFEGE";542021829;;1;;;;;;;;;;
"ALBANY SAFRAN COMPOSITES";790289169;"https://www.safran-group.com/fr/implantations/france/safran-aero-composite-commercy-2077155";;9306;;;;;;;;;
"SAINT JEAN INDUSTRIES LORRAINE";327114526;"https://www.st-ji.com/le-groupe/saint-jean-industries-lorraine-2/";;8708;;;;;;;;;
"SAINT GOBAIN PAM";755802105;"https://www.pamline.fr/";;;;;;;;;;1;
"COMPAGNIE DES CRISTALLERIES DE SAINT LOUIS";353438708;"https://www.saint-louis.com";;7010;;;;;;;;;
"SAINT GOBAIN PAM";755802105;"https://www.pamline.fr/";;7609;8209;8311;;;;;;;
"SAINT GOBAIN PAM";755802105;"https://www.pamline.fr";;;;;;;;;;1;
"FOCAST SAINT DIZIER";494260896;"https://www.focastsaintdizier.com/fr/index.html";;8454;;;;;;;;;
"SAINT GOBAIN PAM";755802105;"https://www.pamline.fr/";;;;;;;;;;1;
"SAINT GOBAIN PAM";755802105;"https://www.pamline.fr";;;;;;;;;;1;
"INNOSPEC SAINT-MIHIEL";486820251;;1;;;;;;;;;;
"SAIT MINING";393457163;;1;;;;;;;;;;
"COMPAGNIE DES SALINS DU MIDI ET DES SALINES DE L'EST";412431744;"http://www.salins.com";;2501;;;;;;;;;
"SANDERS NORD EST";403283419;"https://www.sanders.fr/fr";;2309;;;;;;;;;
"AGENCE LE SANGLIER CONSEIL EN COMM SA";786920132;"https://www.lesanglier.fr";;2204;;;;;;;;;
"SANICHAUF";344655642;"http://www.sanichauf.com";;;;;;;;;;1;
"SANNER FRANCE";676880453;"https://www.sanner-group.com/fr/carrieres-chez-sanner";;3923;;;;;;;;;
"SANOFI-AVENTIS RECHERCHE ET DEVELOPPEMENT";713002269;"https://www.sanofi.com/fr/";;;;;;;;;;1;
"JOHNSON & JOHNSON SANTE BEAUTE FRANCE";479824724;"https://www.jjsbf.fr";;3303;;;;;;;;;
"SAPRONIT";677280869;"https://www.sapronit.com";;3917;;;;;;;;;
"SAREL APPAREILLAGE ELECTRIQUE";675680458;;1;;;;;;;;;;
"LEITZ SARL";917220832;;1;;;;;;;;;;
"DAIICHI SANKYO ALTKIRCH SARL";305506412;"https://www.daiichi-sankyo.fr/";;3004;;;;;;;;;
"LEUCO PRODUCTION SARL";708500897;"http://www.leuco-lpf.eu";;8202;;;;;;;;;
"SARL GAIATREND";504762022;"https://www.gaiatrend.fr/fr/production/";;;;;;;;;;;1
"CABLERIES LAPP SARL";378093421;"https://lappfrance.lappgroup.com";;8544;;;;;;;;;
"REHAU INDUSTRIE SARL";384074951;"https://www.rehau.com/fr-fr";;3917;;;;;;;;;
"HERAEUS ELECTRO-NITE FRANCE SARL";647220326;"https://www.heraeus.com/en/group/home/home.html";;9030;9023;;;;;;;;
"SARL PISKORSKI ET FILS";337862791;"https://www.piskorski.fr";;4401;;;;;;;;;
"PONTIGGIA SARL";380722504;"https://pontiggia.fr";;;;;;;;;;1;
"FORBO SARLINO";335480414;"https://www.forbo.com/flooring/fr-fr/a-propos-de-nous/organisation/reims/p7zzdu";;3922;;;;;;;;;
"SARPLAST INDUSTRIE";429080799;"https://www.sarplast.fr";;8708;;;;;;;;;
"MOULIN DE SARRALBE";655580587;"http://www.titeux.online/";;1101;1901;2309;;;;;;;
"MOULIN DE SARRALBE";655580587;"http://www.titeux.online";;2309;;;;;;;;;
"COLLECTE LAIT SARREBOURG";492485594;"https://www.lactalis.fr/";;401;402;403;405;406;;;;;
"SARVAL EST";804406429;;1;;;;;;;;;;
"ARCONIC ARCHITECTURAL PRODUCTS SAS";916220502;"https://www.arconic.com/aap/europe/fr/info_page/home.asp";;7606;;;;;;;;;
"COANUS SAS";338337876;"https://www.coanus.fr";;8302;;;;;;;;;
"SANSWISS SAS";453639841;"https://www.sanswiss.fr/";;9302;;;;;;;;;
"NORMA FRANCE SAS";319529384;"https://www.normagroup.com/fr/ou-sommes-nous/";;8708;;;;;;;;;
"ARDEN PLAST SAS";392445466;"https://www.arden-plast.com/";;3923;3921;;;;;;;;
"DELPHARM HUNINGUE SAS";528533490;"https://www.delpharm.com/";;3006;;;;;;;;;
"REMONDIS ELECTRORECYCLING SAS";451239636;"https://www.remondis-electrorecycling.de/";;;;;;;;;;1;
"MAHLE FRANCE SAS";379206212;"https://www.mahle.com/en/about-mahle/locations/france.js";;8421;7409;8415;;;;;;;
"SAS LES ROCHES BLANCHES";391915980;"http://www.champagne-nicolas-gueusquin.com/fr/";;2204;;;;;;;;;
"APAVE ALSACIENNE SAS";301570446;"https://www.apave.fr/implantation/mulhouse";;;;;;;;;;1;
"APAVE ALSACIENNE SAS";301570446;"https://www.apave.fr/implantation/mulhouse";;;;;;;;;;1;
"ARLANXEO EMULSION RUBBER FRANCE SAS";479372377;;1;;;;;;;;;;
"FICOMIRRORS FRANCE SAS";428771463;;1;;;;;;;;;;
"LUCART SAS";508026119;"https://www.lucartprofessional.com/fr/france/lucartsas/home/";;4818;;;;;;;;;
"HAGER ELECTRO SAS";675980114;"https://hager.com/fr";;8537;;;;;;;;;
"KUHN MGM SAS";677380438;;1;;;;;;;;;;
"INTEVA PRODUCTS FRANCE SAS";602010696;"https://www.intevaproducts.com/";;8407;;;;;;;;;
"MICHEL SAS";945451052;"http://www.betonmichel.fr/";;2517;3816;;;;;;;;
"GRAF HOLDING FRANCE SAS";307107425;"https://www.graf.fr/";;7309;;;;;;;;;
"CALORIVER SAS";509554218;"http://www.caloriver.fr/";;7004;;;;;;;;;
"RHOVYL SAS";353782378;;1;;;;;;;;;;
"MERSEN FRANCE PY SAS";433806429;"https://www.mersen.com/group/mersen-france";;8418;;;;;;;;;
"CRYOSTAR SAS";947252029;"https://cryostar.com/fr/";;8414;;;;;;;;;
"REHAU SAS";657080149;"https://www.rehau.com/fr-fr";;;;;;;;;;;1
"DU PONT DE NEMOURS FRANCE SAS";592059182;"https://www.dupontdenemours.fr";;6401;8535;8308;;;;;;;
"SAS CHAMPAGNE MANSARD ET BAILLET";96950092;"http://www.champagnemansard.com";;2204;;;;;;;;;
"CROWN BEVCAN FRANCE SAS";327205373;;1;;;;;;;;;;
"O-I FRANCE SAS";339030702;"https://www.o-i.com/fr/contact-us/europe/";;7010;;;;;;;;;
"MHI EQUIPMENT ALSACE SAS";479771115;;1;;;;;;;;;;
"NOVARTIS PHARMA SAS";410349070;"https://www.novartis.fr/";;3005;;;;;;;;;
"BASF PERFORMANCE PRODUCTS FRANCE SAS";409783438;"https://www.basf.com/fr/fr/media/Communiques-de-presse-France/2018/Alternance---L-engagement-de-BASF-France3.html";;3204;;;;;;;;;
"COSMEUROP SAS";775730021;;1;;;;;;;;;;
"KIMBERLY-CLARK SAS";352600456;"https://www.kcprofessional.fr/";;;;;;;;;;1;
"MHPS CRANES FRANCE SAS";726820236;"https://www.demagcranes.com/fr/societe";;8427;;;;;;;;;
"INEOS AUTOMOTIVE SAS";403119431;"https://www.ineos.com/businesses/ineos-automotive";;8703;;;;;;;;;
"OMYA SAS";562072678;"https://www.omya.com/fr-fr";;2515;;;;;;;;;
"KUHN SAS";675580542;"https://www.kuhn.com/fr";;8433;;;;;;;;;
"ALTUGLAS INTERNATIONAL SAS";388432171;;1;;;;;;;;;;
"INEOS POLYMERS SARRALBE SAS";399190396;"https://www.ineos-polymers-sarralbe.com";;3924;;;;;;;;;
"APAVE ALSACIENNE SAS";301570446;"https://www.apave.fr/implantation/mulhouse";;;;;;;;;;1;
"O-I FRANCE SAS";339030702;"https://www.o-i.com/fr/contact-us/europe/";;7010;;;;;;;;;
"MAGNA LORRAINE EMBOUTISSAGES SAS";453808412;;1;;;;;;;;;;
"HAGER ELECTRO SAS";675980114;"https://hager.com/fr";;8537;;;;;;;;;
"BASF FRANCE SAS";542069158;"https://www.basf.com/fr/fr.html";;3212;3208;;;;;;;;
"CLARIOS SARREGUEMINES SAS";440156578;"https://www.clarios.com/";;8506;8523;;;;;;;;
"AMCOR FLEXIBLES SARREBOURG SAS";364800672;;1;;;;;;;;;;
"SAS AUTOMOTIVE FRANCE";418768727;;1;;;;;;;;;;
"NORELEM SAS";432505741;"https://www.norelem.fr/fr/fr/Accueil.html";;8205;;;;;;;;;
"KUHN MGM SAS";677380438;"https://www.kuhn.com/en";;8432;;;;;;;;;
"DERREY SAS";505680439;"https://groupe.derrey.fr";;4421;;;;;;;;;
"APAVE ALSACIENNE SAS";301570446;"https://www.apave.fr/implantation/mulhouse";;;;;;;;;;1;
"ROCKWELL AUTOMATION SAS";327356853;"https://www.rockwellautomation.com/fr-fr.html";;8542;;;;;;;;;
"APAVE PARISIENNE SAS";393168273;"https://www.apave.fr/implantation/apave-parisienne";;;;;;;;;;1;
"PCH METALS SAS";433779543;;1;;;;;;;;;;
"L&L PRODUCTS EUROPE SAS";409196821;"https://www.llproducts.com/fr-fr/";;8708;;;;;;;;;
"EMERSON PROCESS MANAGEMENT SAS";652054198;"https://www.emerson.com/fr-fr/automation-solutions";;8481;;;;;;;;;
"APAVE PARISIENNE SAS";393168273;"https://www.apave.fr/implantation/apave-parisienne";;;;;;;;;;1;
"HAAG SAS";333454387;"https://jphaag.concession-jd.com/";;8432;;;;;;;;;
"APAVE ALSACIENNE SAS";301570446;"https://www.apave.fr/implantation/mulhouse";;;;;;;;;;1;
"HAAG SAS";333454387;"https://www.agriaffaires.com/pros/list/8646-0/1/groupe-haag.html";;;;;;;;;;1;
"BRETZEL BURGARD SAS";437773666;"https://bretzelburgard.fr/vitrine/";;;;;;;;;;;1
"DIEHL METERING SAS";418682670;"https://www.diehl.com/metering/fr/";;9015;;;;;;;;;
"DAIMAY FRANCE SAS";304613912;;1;;;;;;;;;;
"DR.OETKER FRANCE SAS";433929502;"https://www.oetker.fr/fr-fr/index";;1905;;;;;;;;;
"ODCF SAS";518285093;;1;;;;;;;;;;
"INEOS COMPOUNDS FRANCE SAS";311160238;;1;;;;;;;;;;
"SAS LES ROCHES BLANCHES";391915980;"http://www.champagne-nicolas-gueusquin.com/fr/";;2204;;;;;;;;;
"PAUL HARTMANN SAS";778740001;"https://www.hartmann.fr/portail/accueil.htm";;4818;;;;;;;;;
"KUTHE SAS";775619471;"http://www.kuthe.fr/page.php?id=p2&lg=fr&titre=kuthe-Qui+sommes-nous%3F";;8418;;;;;;;;;
"ISOLATIONS RAUSCHMAIER SAS";916720808;"http://www.isolations-rauschmaier.fr/";;;;;;;;;;1;
"INEOS COMPOSITES FRANCE SAS";383361391;;1;;;;;;;;;;
"LAGARDE ET MEREGNANI SAS";479125114;"https://www.lagardemeregnani.fr";;;;;;;;;;1;
"LIEBHERR-COMPONENTS COLMAR SAS";530107341;"https://www.liebherr.com/fr/int/%C3%A0-propos-de-liebherr/liebherr-dans-le-monde-entier/france/components-colmar/components-colmar-sas.html";;8407;;;;;;;;;
"EMI SAS - ETUDE MOULE INJECTION";401881248;"https://emi-wissler.com/fr";;3919;;;;;;;;;
"RIKUTEC FRANCE SAS";824786537;"https://www.rikutec.fr/";;3926;;;;;;;;;
"EDSCHA FRANCE SAS";333519122;"https://edscha.com/";;8302;;;;;;;;;
"BRAGARD SAS";398149187;"https://www.bragard.com/fr/";;4203;;;;;;;;;
"PERRIER SAS";786320713;;1;;;;;;;;;;
"SAT FRANCE";448701938;"https://www.sat-france.fr/";;;;;;;;;;1;
"SAUER FRANCE";410512727;;1;;;;;;;;;;
"SAUTER REGULATION";382760320;"https://www.sauter.fr/";;;;;;;;;;1;
"SAVIPLAST 52";800761785;;1;;;;;;;;;;
"SAVIPLAST";512471491;"https://bowden-group.fr/saviplast/";;8707;;;;;;;;;
"SB CERAMIC";393454145;;1;;;;;;;;;;
"SCHAEFFLER FRANCE";568504161;"https://www.schaeffler.fr/fr/index.jsp";;8708;;;;;;;;;
"SCHERTZ";373801034;"https://schertz.fr/";;7315;;;;;;;;;
"SCHILDIS";800266587;;1;;;;;;;;;;
"SCHILLER MEDICAL";310967294;"https://www.schiller.ch/fr-fr";;9018;;;;;;;;;
"SCHILLIGER BOIS";517871232;"https://www.schilliger.fr/";;4407;;;;;;;;;
"CHARCUTERIE PIERRE SCHMIDT";638500413;"http://www.pierre-schmidt.fr/";;1601;1905;;;;;;;;
"SCHMIDT GROUPE";326784709;"https://www.groupe.schmidt/";;9403;;;;;;;;;
"SCHMIDT GROUPE";326784709;"https://www.groupe.schmidt/";;9403;;;;;;;;;
"SCHNEIDER FOOD";419818893;"https://www.traiteur-schneider.com";;1905;;;;;;;;;
"SCHORO ELECTRICITE";414889824;"https://www.schoro.fr/fr/";;;;;;;;;;1;
"SCHREIBER FRANCE";828887927;"https://www.schreiberfoods.com/en-us";;406;;;;;;;;;
"SCHROFF SAS";316854553;"https://schroff.nvent.com/fr-fr";;8537;;;;;;;;;
"SCHROLL";325193373;"http://www.schroll.fr/fr";;;;;;;;;;1;
"A SCHULMAN PLASTICS";348649393;;1;;;;;;;;;;
"SCHWEITZER";326464344;"https://www.schweitzer-sas.fr/?utm_source=Google_My_Business&utm_medium=Organic&utm_campaign=GMB";;;;;;;;;;1;
"SCHWEITZER";490799160;;1;;;;;;;;;;
"SCIERIE GERMAIN MOUGENOT";306050287;"https://www.scierie-gm.com";;4407;;;;;;;;;
"SCORI EST";339917213;"https://www.suez.com/fr";;;;;;;;;;1;
"SCORI EST";339917213;;1;;;;;;;;;1;
"SDEL LORRAINE";414797050;"https://www.sdel-tertiaire.fr/#:~:text=SDEL%20Tertiaire%20est%20une%20entreprise,sp%C3%A9cialis%C3%A9e%20dans%20le%20secteur%20tertiaire.";;;;;;;;;;1;
"ADIENT SEATING";345148514;"https://www.adient.com/";;9401;;;;;;;;;
"SECOFAB";451081228;;1;;;;;;;;;;
"SECOMETAL MONTAGE MAINTENANCE INDUST";451555692;"http://www.secometal.com";;;;;;;;;;1;
"LEMAITRE SECURITE";558500203;"https://www.lemaitre-securite.com/fr/";;6404;;;;;;;;;
"SEDAC FRANCE";772801387;"https://sedac-meral.fr/literie/";;9404;;;;;;;;;
"AKERS SEDAN SAS";509541504;;1;;;;;;;;;;
"SEDIS";379720212;"https://www.sedis.com/fr/";;8483;;;;;;;;;
"SEDIS";379720212;"https://www.sedis.com/fr/";;8483;;;;;;;;;
"BETON CONTROLE DU SEEBODEN";330367145;"https://www.bcs-prefabrication-betonarme.fr/251";;2517;;;;;;;;;
"SEFAC";435196001;"https://www.sefac.fr/";;8428;;;;;;;;;
"SEIFERT AUTOMOTIVE LOGISTICS FRANCE";823635099;"http://www.seifert-logistics.com/en/home/";;;;;;;;;;1;
"AMCOR FLEXIBLES SELESTAT SAS";796380426;;1;;;;;;;;;;
"SEMIN";300398880;"https://www.semin.com";;3501;;;;;;;;;
"KYOCERA SENCO FRANCE";428898159;"https://www.kyocera-senco.fr/";;8547;8207;;;;;;;;
"SENERVAL";519253355;"https://www.senerval.eu/fr/";;;;;;;;;;1;
"SENFA";916320237;"https://senfa-coating.com/fr/";;5303;;;;;;;;;
"BEI SENSORS";419890728;"https://www.sensata.com/products/position-sensors-encoders";;9015;;;;;;;;;
"SENSTRONIC";339656456;"https://www.senstronic.com/fr/";;;;;;;;;;;1
"EST INDUSTRIES SENTIS";480048560;"http://www.est-industries.com";;;;;;;;;;1;
"SEPA";307594184;;1;;;;;;;;;;
"SEPA";307594184;;1;;;;;;;;;;
"SEPA";307594184;;1;;;;;;;;;;
"SEPA";307594184;;1;;;;;;;;;;
"SERV'ELITE";394987408;"https://www.servelite.fr/";;;;;;;;;;1;
"AB SERVE";408198604;"https://ab-serve.com/fr/";;;;;;;;;;1;
"AB SERVE";408198604;"https://ab-serve.com/fr/";;;;;;;;;;1;
"LOHR SERVICE";378687438;"https://www.lohrservice.com/fr/";;;;;;;;;;1;
"PRECIA MOLEN SERVICE";349743179;"https://fr.preciamolen.com";;;;;;;;;;1;
"SERVICE DE PRESSE EDITION INFORMATION";552005126;;1;;;;;;;;;;
"SERVICE DE PRESSE EDITION INFORMATION";552005126;;1;;;;;;;;;;
"PRECIA MOLEN SERVICE";349743179;"https://www.preciamolen.com/";;8423;;;;;;;;;
"PRECIA MOLEN SERVICE";349743179;"https://fr.preciamolen.com/";;;;;;;;;;1;
"PRECIA MOLEN SERVICE";349743179;"https://www.preciamolen.com/";;8423;;;;;;;;;
"PRECIA MOLEN SERVICE";349743179;"https://www.preciamolen.com/";;8423;;;;;;;;;
"EST MAINTENANCE SERVICE";443977269;;1;;;;;;;;;;
"CORDON CUSTOMER & MANUFACTURING SERVICES";793707753;"https://www.cordongroup.com/fr/nos-business-units/fabrication-electronique/";;8523;;;;;;;;;
"EPPE SERVICES";440295608;"https://eppepackaging.com/";;4802;;;;;;;;;
"BOUCHERS SERVICES";317238061;"http://www.bouchers-services.com";;210;;;;;;;;;
"ES SERVICES ENERGETIQUES";322791393;"https://groupe.es.fr/Le-groupe-ES/Services-Energetiques";;8405;;;;;;;;;
"ALSACE HOME SERVICES";441360757;"https://www.alsace-home-services.fr/";;;;;;;;;;1;
"ALSF ARVATO LOGISTIQUE SERVICES FRANCE";440323327;;1;;;;;;;;;;
"NEOVIA LOGISTICS SERVICES (FRANCE)";414475046;"https://www.neovialogistics.com";;3923;;;;;;;;;
"SETFORGE NEAR NET";531557544;"https://www.farinia.com/fr/setforge/near-net";;3810;;;;;;;;;
"SETFORGE HOT FORMERS";531583839;"https://www.farinia.com/fr/setforge/hot-formers";;3810;;;;;;;;;
"SEVENDAY CEREALES INTERNATIONAL";814745592;;1;;;;;;;;;;
"SEYFERT SAS";612028282;;1;;;;;;;;;;
"SEYFERT CHAMPAGNE SAS";808490080;"http://www.seyfert-service.de/";;4819;;;;;;;;;
"SGS FRANCE";552031650;"https://www.sgsgroup.fr/";;;;;;;;;;1;
"SGS FRANCE";552031650;"https://www.sgsgroup.fr/";;;;;;;;;;1;
"SHARP MANUFACTURING FRANCE";350544896;"https://www.sharp.fr/cps/rde/xchg/fr/hs.xsl/-/html/index.htm";;8528;8443;;;;;;;;
"SHEPHERD MIRECOURT SAS";348914995;;1;;;;;;;;;;
"GROUPE SIAT";675880041;"https://www.groupesiat.fr/";;4407;;;;;;;;;
"SICAM SICA SA";712880376;;1;;;;;;;;;;
"BRUNO SIEBERT";353538150;"https://www.volailles-siebert.com";;105;;;;;;;;;
