"ligne";"Code";" Intitulés de la  NAF rév. 2, version finale ";"Intitulés NAF rév. 2, 
en 65 caractères";"Intitulés NAF rév. 2, 
en 40 caractères"
1597;"66.19A";"Supports juridiques de gestion de patrimoine mobilier";"Supports juridiques de gestion de patrimoine mobilier";"Support juridiq. gest. patrimoine mobil."
1598;"66.19B";"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.";"Aut. activ. auxil. serv. financ., hors assur. & caisse retr. nca.";"Aut. aux. sce financ. hs ass. retr. nca."
1599;;;;
1600;"66.2";"Activités auxiliaires d'assurance et de caisses de retraite";"Activités auxiliaires d'assurance et de caisses de retraite";"Act. auxil. assurance & caisse retraite"
1601;"66.21";"Évaluation des risques et dommages";"Évaluation des risques et dommages";"Évaluation des risques et dommages"
1602;"66.21Z";"Évaluation des risques et dommages";"Évaluation des risques et dommages";"Évaluation des risques et dommages"
1603;"66.22";"Activités des agents et courtiers d'assurances";"Activités des agents et courtiers d'assurances";"Act. des agents & courtiers d'assurances"
1604;"66.22Z";"Activités des agents et courtiers d'assurances";"Activités des agents et courtiers d'assurances";"Act. des agents & courtiers d'assurances"
1605;"66.29";"Autres activités auxiliaires d'assurance et de caisses de retraite";"Aut. activités auxiliaires d'assurance et de caisses de retraite";"Aut. act. aux. assur. & caisse retraite"
1606;"66.29Z";"Autres activités auxiliaires d'assurance et de caisses de retraite";"Aut. activités auxiliaires d'assurance et de caisses de retraite";"Aut. act. aux. assur. & caisse retraite"
1607;;;;
1608;"66.3";"Gestion de fonds";"Gestion de fonds";"Gestion de fonds"
1609;"66.30";"Gestion de fonds";"Gestion de fonds";"Gestion de fonds"
1610;"66.30Z";"Gestion de fonds";"Gestion de fonds";"Gestion de fonds"
1611;;;;
1612;"SECTION L";"ACTIVITÉS IMMOBILIÈRES";"ACTIVITÉS IMMOBILIÈRES";"ACTIVITÉS IMMOBILIÈRES"
1613;;;;
1614;"68";"Activités immobilières";"Activités immobilières";"Activités immobilières"
1615;;;;
1616;"68.1";"Activités des marchands de biens immobiliers";"Activités des marchands de biens immobiliers";"Activité marchands de biens immobiliers"
1617;"68.10";"Activités des marchands de biens immobiliers";"Activités des marchands de biens immobiliers";"Activité marchands de biens immobiliers"
1618;"68.10Z";"Activités des marchands de biens immobiliers";"Activités des marchands de biens immobiliers";"Activité marchands de biens immobiliers"
1619;;;;
1620;"68.2";"Location et exploitation de biens immobiliers propres ou loués";"Location et exploitation de biens immobiliers propres ou loués";"Loc. & exploi. bien immo. propre ou loué"
1621;"68.20";"Location et exploitation de biens immobiliers propres ou loués ";"Location et exploitation de biens immobiliers propres ou loués";"Loc. & exploi. bien immo. propre ou loué"
1622;"68.20A";"Location de logements";"Location de logements";"Location de logements"
1623;"68.20B";"Location de terrains et d'autres biens immobiliers";"Location de terrains et d'autres biens immobiliers";"Location terrain & autre bien immobilier"
1624;;;;
1625;"68.3";"Activités immobilières pour compte de tiers";"Activités immobilières pour compte de tiers";"Activité immobilière pour cpte de tiers"
1626;"68.31";"Agences immobilières";"Agences immobilières";"Agences immobilières"
1627;"68.31Z";"Agences immobilières";"Agences immobilières";"Agences immobilières"
1628;"68.32";"Administration de biens immobiliers";"Administration de biens immobiliers";"Administration de biens immobiliers"
1629;"68.32A";"Administration d'immeubles et autres biens immobiliers";"Administration d'immeubles et autres biens immobiliers";"Administrat. immeuble & autre bien immo."
1630;"68.32B";"Supports juridiques de gestion de patrimoine immobilier";"Supports juridiques de gestion de patrimoine immobilier";"Support juridi. gestion patrimoine immo."
1631;;;;
1632;"SECTION M";"ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES";"ACTIVITÉS SPÉCIALISÉES, SCIENTIFIQUES ET TECHNIQUES";"ACT. SPÉCIALISÉE, SCIENTIFIQ. & TECHNIQ."
1633;;;;
1634;"69";"Activités juridiques et comptables";"Activités juridiques et comptables";"Activités juridiques et comptables"
1635;;;;
1636;"69.1";"Activités juridiques";"Activités juridiques";"Activités juridiques"
1637;"69.10";"Activités juridiques";"Activités juridiques";"Activités juridiques"
1638;"69.10Z";"Activités juridiques";"Activités juridiques";"Activités juridiques"
1639;;;;
1640;"69.2";"Activités comptables";"Activités comptables";"Activités comptables"
1641;"69.20";"Activités comptables";"Activités comptables";"Activités comptables"
1642;"69.20Z";"Activités comptables";"Activités comptables";"Activités comptables"
1643;;;;
1644;"70";"Activités des sièges sociaux ; conseil de gestion";"Activités des sièges sociaux ; conseil de gestion";"Act. sièges sociaux ; conseil de gestion"
1645;;;;
1646;"70.1";"Activités des sièges sociaux";"Activités des sièges sociaux";"Activités des sièges sociaux"
1647;"70.10";"Activités des sièges sociaux";"Activités des sièges sociaux";"Activités des sièges sociaux"
1648;"70.10Z";"Activités des sièges sociaux";"Activités des sièges sociaux";"Activités des sièges sociaux"
1649;;;;
1650;"70.2";"Conseil de gestion";"Conseil de gestion";"Conseil de gestion"
1651;"70.21";"Conseil en relations publiques et communication";"Conseil en relations publiques et communication";"Conseil en relation publique & communic."
1652;"70.21Z";"Conseil en relations publiques et communication";"Conseil en relations publiques et communication";"Conseil en relation publique & communic."
1653;"70.22";"Conseil pour les affaires et autres conseils de gestion";"Conseil pour les affaires et autres conseils de gestion";"Conseil pr affaire & aut. cons. gestion"
1654;"70.22Z";"Conseil pour les affaires et autres conseils de gestion";"Conseil pour les affaires et autres conseils de gestion";"Conseil pr affaire & aut. cons. gestion"
1655;;;;
1656;"71";"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";"Activ.  architecture & ingénierie; contrôle & analyses techniques";"Architec. & ingénierie; ctrle ana. tech."
1657;;;;
1658;"71.1";"Activités d'architecture et d'ingénierie";"Activités d'architecture et d'ingénierie";"Activités d'architecture et d'ingénierie"
1659;"71.11";"Activités d'architecture ";"Activités d'architecture";"Activités d'architecture"
1660;"71.11Z";"Activités d'architecture ";"Activités d'architecture";"Activités d'architecture"
1661;"71.12";"Activités d'ingénierie";"Activités d'ingénierie";"Activités d'ingénierie"
1662;"71.12A";"Activité des géomètres";"Activité des géomètres";"Activité des géomètres"
1663;"71.12B";"Ingénierie, études techniques";"Ingénierie, études techniques";"Ingénierie, études techniques"
1664;;;;
1665;"71.2";"Activités de contrôle et analyses techniques";"Activités de contrôle et analyses techniques";"Activité de contrôle & analyse technique"
1666;"71.20";"Activités de contrôle et analyses techniques";"Activités de contrôle et analyses techniques";"Activité de contrôle & analyse technique"
1667;"71.20A";"Contrôle technique automobile";"Contrôle technique automobile";"Contrôle technique automobile"
1668;"71.20B";"Analyses, essais et inspections techniques";"Analyses, essais et inspections techniques";"Analyses, essais & inspection technique"
1669;;;;
1670;"72";"Recherche-développement scientifique";"Recherche-développement scientifique";"Recherche-développement scientifique"
1671;;;;
1672;"72.1";"Recherche-développement en sciences physiques et naturelles";"Recherche-développement en sciences physiques et naturelles";"R&D en sciences physiques et naturelles"
1673;"72.11";"Recherche-développement en biotechnologie";"Recherche-développement en biotechnologie";"Recherche-développemnt en biotechnologie"
1674;"72.11Z";"Recherche-développement en biotechnologie";"Recherche-développement en biotechnologie";"Recherche-développemnt en biotechnologie"
1675;"72.19";"Recherche-développement en autres sciences physiques et naturelles";"Recherche-développement : autres sciences physiques et naturelles";"R&D : aut. sciences physique & naturelle"
1676;"72.19Z";"Recherche-développement en autres sciences physiques et naturelles";"Recherche-développement : autres sciences physiques et naturelles";"R&D : aut. sciences physique & naturelle"
1677;;;;
1678;"72.2";"Recherche-développement en sciences humaines et sociales";"Recherche-développement en sciences humaines et sociales";"R&D en sciences humaines et sociales"
1679;"72.20";"Recherche-développement en sciences humaines et sociales";"Recherche-développement en sciences humaines et sociales";"R&D en sciences humaines et sociales"
1680;"72.20Z";"Recherche-développement en sciences humaines et sociales";"Recherche-développement en sciences humaines et sociales";"R&D en sciences humaines et sociales"
1681;;;;
1682;"73";"Publicité et études de marché";"Publicité et études de marché";"Publicité et études de marché"
1683;;;;
1684;"73.1";"Publicité";"Publicité";"Publicité"
1685;"73.11";"Activités des agences de publicité";"Activités des agences de publicité";"Activités des agences de publicité"
1686;"73.11Z";"Activités des agences de publicité";"Activités des agences de publicité";"Activités des agences de publicité"
1687;"73.12";"Régie publicitaire de médias";"Régie publicitaire de médias";"Régie publicitaire de médias"
1688;"73.12Z";"Régie publicitaire de médias";"Régie publicitaire de médias";"Régie publicitaire de médias"
1689;;;;
1690;"73.2";"Études de marché et sondages";"Études de marché et sondages";"Études de marché et sondages"
1691;"73.20";"Études de marché et sondages";"Études de marché et sondages";"Études de marché et sondages"
1692;"73.20Z";"Études de marché et sondages";"Études de marché et sondages";"Études de marché et sondages"
1693;;;;
1694;"74";"Autres activités spécialisées, scientifiques et techniques";"Autres activités spécialisées, scientifiques et techniques";"Aut. act. spécial. scientifique & techn."
1695;;;;
1696;"74.1";"Activités spécialisées de design";"Activités spécialisées de design";"Activités spécialisées de design"
1697;"74.10";"Activités spécialisées de design";"Activités spécialisées de design";"Activités spécialisées de design"
1698;"74.10Z";"Activités spécialisées de design";"Activités spécialisées de design";"Activités spécialisées de design"
1699;;;;
1700;"74.2";"Activités photographiques";"Activités photographiques";"Activités photographiques"
1701;"74.20";"Activités photographiques";"Activités photographiques";"Activités photographiques"
1702;"74.20Z";"Activités photographiques";"Activités photographiques";"Activités photographiques"
1703;;;;
1704;"74.3";"Traduction et interprétation";"Traduction et interprétation";"Traduction et interprétation"
1705;"74.30";"Traduction et interprétation";"Traduction et interprétation";"Traduction et interprétation"
1706;"74.30Z";"Traduction et interprétation";"Traduction et interprétation";"Traduction et interprétation"
1707;;;;
1708;"74.9";"Autres activités spécialisées, scientifiques et techniques n.c.a.";"Autres activités spécialisées, scientifiques et techniques n.c.a.";"Aut. act. spéc. scientif. & techn. nca."
1709;"74.90";"Autres activités spécialisées, scientifiques et techniques n.c.a.";"Autres activités spécialisées, scientifiques et techniques n.c.a.";"Aut. act. spéc. scientif. & techn. nca."
1710;"74.90A";"Activité des économistes de la construction";"Activité des économistes de la construction";"Activ des économistes de la construction"
1711;"74.90B";"Activités spécialisées, scientifiques et techniques diverses";"Activités spécialisées, scientifiques et techniques diverses";"Act. spéc. scientif. & techniq. diverses"
1712;;;;
1713;"75";"Activités vétérinaires";"Activités vétérinaires";"Activités vétérinaires"
1714;;;;
1715;"75.0";"Activités vétérinaires";"Activités vétérinaires";"Activités vétérinaires"
1716;"75.00";"Activités vétérinaires";"Activités vétérinaires";"Activités vétérinaires"
1717;"75.00Z";"Activités vétérinaires";"Activités vétérinaires";"Activités vétérinaires"
1718;;;;
1719;"SECTION N";"ACTIVITÉS DE SERVICES ADMINISTRATIFS ET DE SOUTIEN";"ACTIVITÉS DE SERVICES ADMINISTRATIFS ET DE SOUTIEN";"ACTIVITÉS DE SCE ADMINISTR. & DE SOUTIEN"
1720;;;;
1721;"77";"Activités de location et location-bail";"Activités de location et location-bail";"Activités de location et location-bail"
1722;;;;
1723;"77.1";"Location et location-bail de véhicules automobiles";"Location et location-bail de véhicules automobiles";"Loc. & loc.-bail de véhicule automobile"
1724;"77.11";"Location et location-bail de voitures et de véhicules automobiles légers";"Location & location-bail voitures & véhicules automobiles légers";"Loc. & loc.-bail voit. & v. auto. léger"
1725;"77.11A";"Location de courte durée de voitures et de véhicules automobiles légers";"Location de courte durée voitures & véhicules auto. légers";"Loc. courte durée voit. & v. auto. léger"
1726;"77.11B";"Location de longue durée de voitures et de véhicules automobiles légers";"Location de longue durée voitures & véhicules automobiles légers";"Loc. longue durée voit. & v. auto. léger"
1727;"77.12";"Location et location-bail de camions";"Location et location-bail de camions";"Location et location-bail de camions"
1728;"77.12Z";"Location et location-bail de camions";"Location et location-bail de camions";"Location et location-bail de camions"
1729;;;;
1730;"77.2";"Location et location-bail de biens personnels et domestiques";"Location et location-bail de biens personnels et domestiques";"Loc. & loc.-bail bien perso. & domestiq."
1731;"77.21";"Location et location-bail d'articles de loisirs et de sport ";"Location et location-bail d'articles de loisirs et de sport";"Loc. & loc.-bail article loisir & sport"
1732;"77.21Z";"Location et location-bail d'articles de loisirs et de sport ";"Location et location-bail d'articles de loisirs et de sport";"Loc. & loc.-bail article loisir & sport"
1733;"77.22";"Location de vidéocassettes et disques vidéo";"Location de vidéocassettes et disques vidéo";"Location de vidéocassette & disque vidéo"
1734;"77.22Z";"Location de vidéocassettes et disques vidéo";"Location de vidéocassettes et disques vidéo";"Location de vidéocassette & disque vidéo"
1735;"77.29";"Location et location-bail d'autres biens personnels et domestiques";"Location et location-bail autres biens personnels et domestiques";"Loc. & loc.-bail aut. bien perso. & dom."
1736;"77.29Z";"Location et location-bail d'autres biens personnels et domestiques";"Location et location-bail autres biens personnels et domestiques";"Loc. & loc.-bail aut. bien perso. & dom."
1737;;;;
1738;"77.3";"Location et location-bail d'autres machines, équipements et biens";"Location et location-bail d'autres machines, équipements et biens";"Loc. & loc.-bail aut. mach., éqpt & bien"
1739;"77.31";"Location et location-bail de machines et équipements agricoles";"Location et location-bail de machines et équipements agricoles";"Loc. & loc.-bail machine & éqpt agricole"
1740;"77.31Z";"Location et location-bail de machines et équipements agricoles";"Location et location-bail de machines et équipements agricoles";"Loc. & loc.-bail machine & éqpt agricole"
1741;"77.32";"Location et location-bail de machines et équipements pour la construction";"Location et location-bail machines & équipts pour la construction";"Loc. & loc.-bail mach. & éqpt pr constr."
1742;"77.32Z";"Location et location-bail de machines et équipements pour la construction";"Location et location-bail machines & équipts pour la construction";"Loc. & loc.-bail mach. & éqpt pr constr."
1743;"77.33";"Location et location-bail de machines de bureau et de matériel informatique";"Location et location-bail machines bureau & matériel informatique";"Loc. & loc.-bail mach. bur. & mat. info."
1744;"77.33Z";"Location et location-bail de machines de bureau et de matériel informatique";"Location et location-bail machines bureau & matériel informatique";"Loc. & loc.-bail mach. bur. & mat. info."
1745;"77.34";"Location et location-bail de matériels de transport par eau";"Location et location-bail de matériels de transport par eau";"Loc. & loc.-bail mat. transport par eau"
1746;"77.34Z";"Location et location-bail de matériels de transport par eau";"Location et location-bail de matériels de transport par eau";"Loc. & loc.-bail mat. transport par eau"
1747;"77.35";"Location et location-bail de matériels de transport aérien";"Location et location-bail de matériels de transport aérien";"Loc. & loc.-bail mat. transport aérien"
1748;"77.35Z";"Location et location-bail de matériels de transport aérien";"Location et location-bail de matériels de transport aérien";"Loc. & loc.-bail mat. transport aérien"
1749;"77.39";"Location et location-bail d'autres machines, équipements et biens matériels n.c.a. ";"Location et location-bail machines, équipements et biens divers";"Loc. & loc.-bail machi. éqpt & bien div."
1750;"77.39Z";"Location et location-bail d'autres machines, équipements et biens matériels n.c.a. ";"Location et location-bail machines, équipements et biens divers";"Loc. & loc.-bail mach., éqpt & bien div."
1751;;;;
1752;"77.4";"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright";"Loc-bail de propriété intell. & sf oeuvres soumises à copyright";"Loc-bail propr. intel., sf oeuvre avec ©"
1753;"77.40";"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright";"Loc-bail de propriété intell. & sf oeuvres soumises à copyright";"Loc-bail propr. intel., sf oeuvre avec ©"
1754;"77.40Z";"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright";"Loc-bail de propriété intell. & sf oeuvres soumises à copyright";"Loc-bail propr. intel., sf oeuvre avec ©"
1755;;;;
1756;"78";"Activités liées à l'emploi";"Activités liées à l'emploi";"Activités liées à l'emploi"
1757;;;;
1758;"78.1";"Activités des agences de placement de main-d'œuvre";"Activités des agences de placement de main-d'oeuvre";"Activ. agence placement de main-d'oeuvre"
1759;"78.10";"Activités des agences de placement de main-d'œuvre ";"Activités des agences de placement de main-d'oeuvre";"Activ. agence placement de main-d'oeuvre"
1760;"78.10Z";"Activités des agences de placement de main-d'œuvre ";"Activités des agences de placement de main-d'oeuvre";"Activ. agence placement de main-d'oeuvre"
1761;;;;
1762;"78.2";"Activités des agences de travail temporaire";"Activités des agences de travail temporaire";"Activ. des agences de travail temporaire"
1763;"78.20";"Activités des agences de travail temporaire ";"Activités des agences de travail temporaire";"Activ. des agences de travail temporaire"
1764;"78.20Z";"Activités des agences de travail temporaire ";"Activités des agences de travail temporaire";"Activ. des agences de travail temporaire"
1765;;;;
1766;"78.3";"Autre mise à disposition de ressources humaines";"Autre mise à disposition de ressources humaines";"Aut. mise à dispo. de ressource humaine"
1767;"78.30";"Autre mise à disposition de ressources humaines";"Autre mise à disposition de ressources humaines";"Aut. mise à dispo. de ressource humaine"
1768;"78.30Z";"Autre mise à disposition de ressources humaines";"Autre mise à disposition de ressources humaines";"Aut. mise à dispo. de ressource humaine"
1769;;;;
1770;"79";"Activités des agences de voyage, voyagistes, services de réservation et activités connexes";"Activ. agences voyage, voyagistes, serv. résa. & activ. connexes";"Act .ag. voyage voyagiste sv. résa. etc."
1771;;;;
1772;"79.1";"Activités des agences de voyage et voyagistes";"Activités des agences de voyage et voyagistes";"Activités agences de voyage & voyagistes"
1773;"79.11";"Activités des agences de voyage";"Activités des agences de voyage";"Activités des agences de voyage"
1774;"79.11Z";"Activités des agences de voyage";"Activités des agences de voyage";"Activités des agences de voyage"
1775;"79.12";"Activités des voyagistes";"Activités des voyagistes";"Activités des voyagistes"
1776;"79.12Z";"Activités des voyagistes";"Activités des voyagistes";"Activités des voyagistes"
1777;;;;
1778;"79.9";"Autres services de réservation et activités connexes";"Autres services de réservation et activités connexes";"Autre serv. réservation & activ. connexe"
1779;"79.90";"Autres services de réservation et activités connexes";"Autres services de réservation et activités connexes";"Autre serv. réservation & activ. connexe"
1780;"79.90Z";"Autres services de réservation et activités connexes";"Autres services de réservation et activités connexes";"Autre serv. réservation & activ. connexe"
1781;;;;
1782;"80";"Enquêtes et sécurité";"Enquêtes et sécurité";"Enquêtes et sécurité"
1783;;;;
1784;"80.1";"Activités de sécurité privée";"Activités de sécurité privée";"Activités de sécurité privée"
1785;"80.10";"Activités de sécurité privée ";"Activités de sécurité privée";"Activités de sécurité privée"
1786;"80.10Z";"Activités de sécurité privée ";"Activités de sécurité privée";"Activités de sécurité privée"
1787;;;;
1788;"80.2";"Activités liées aux systèmes de sécurité";"Activités liées aux systèmes de sécurité";"Activités liées aux systèmes de sécurité"
1789;"80.20";"Activités liées aux systèmes de sécurité ";"Activités liées aux systèmes de sécurité";"Activités liées aux systèmes de sécurité"
1790;"80.20Z";"Activités liées aux systèmes de sécurité ";"Activités liées aux systèmes de sécurité";"Activités liées aux systèmes de sécurité"
1791;;;;
1792;"80.3";"Activités d'enquête";"Activités d'enquête";"Activités d'enquête"
1793;"80.30";"Activités d'enquête";"Activités d'enquête";"Activités d'enquête"
1794;"80.30Z";"Activités d'enquête";"Activités d'enquête";"Activités d'enquête"
1795;;;;
1796;"81";"Services relatifs aux bâtiments et aménagement paysager";"Services relatifs aux bâtiments et aménagement paysager";"Sces relatifs bâtimnt & aménagt paysager"
1797;;;;
1798;"81.1";"Activités combinées de soutien lié aux bâtiments";"Activités combinées de soutien lié aux bâtiments";"Act. combinée soutien lié aux bâtiments"
1799;"81.10";"Activités combinées de soutien lié aux bâtiments ";"Activités combinées de soutien lié aux bâtiments";"Act. combinée soutien lié aux bâtiments"
1800;"81.10Z";"Activités combinées de soutien lié aux bâtiments ";"Activités combinées de soutien lié aux bâtiments";"Act. combinée soutien lié aux bâtiments"
1801;;;;
1802;"81.2";"Activités de nettoyage";"Activités de nettoyage";"Activités de nettoyage"
1803;"81.21";"Nettoyage courant des bâtiments";"Nettoyage courant des bâtiments";"Nettoyage courant des bâtiments"
1804;"81.21Z";"Nettoyage courant des bâtiments";"Nettoyage courant des bâtiments";"Nettoyage courant des bâtiments"
1805;"81.22";"Autres activités de nettoyage des bâtiments et nettoyage industriel";"Autres activités nettoyage des bâtiments et nettoyage industriel";"Aut. act. nettoyage bâtim. & nett. ind."
1806;"81.22Z";"Autres activités de nettoyage des bâtiments et nettoyage industriel";"Autres activités nettoyage des bâtiments et nettoyage industriel";"Aut. act. nettoyage bâtim. & nett. ind."
1807;"81.29";"Autres activités de nettoyage";"Autres activités de nettoyage";"Autres activités de nettoyage"
1808;"81.29A";"Désinfection, désinsectisation, dératisation";"Désinfection, désinsectisation, dératisation";"Désinfection désinsectisatn dératisation"
1809;"81.29B";"Autres activités de nettoyage n.c.a.";"Autres activités de nettoyage n.c.a.";"Autres activités de nettoyage n.c.a."
1810;;;;
1811;"81.3";"Services d'aménagement paysager";"Services d'aménagement paysager";"Services d'aménagement paysager"
1812;"81.30";"Services d'aménagement paysager ";"Services d'aménagement paysager";"Services d'aménagement paysager"
1813;"81.30Z";"Services d'aménagement paysager ";"Services d'aménagement paysager";"Services d'aménagement paysager"
1814;;;;
1815;"82";"Activités administratives et autres activités de soutien aux entreprises";"Activ. administratives & autres activ. soutien aux entreprises";"Act. admin. & aut. act. soutien aux ent."
1816;;;;
1817;"82.1";"Activités administratives ";"Activités administratives";"Activités administratives"
1818;"82.11";"Services administratifs combinés de bureau";"Services administratifs combinés de bureau";"Services admin. combinés de bureau"
1819;"82.11Z";"Services administratifs combinés de bureau";"Services administratifs combinés de bureau";"Services admin. combinés de bureau"
1820;"82.19";"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau";"Photocopie prépa. documents & aut. activ. spéc. soutien de bureau";"Photocopie & aut. act. spé. sout. bureau"
1821;"82.19Z";"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau";"Photocopie prépa. documents & aut. activ. spéc. soutien de bureau";"Photocopie & aut. act. spé. sout. bureau"
1822;;;;
1823;"82.2";"Activités de centres d'appels";"Activités de centres d'appels";"Activités de centres d'appels"
1824;"82.20";"Activités de centres d'appels";"Activités de centres d'appels";"Activités de centres d'appels"
1825;"82.20Z";"Activités de centres d'appels";"Activités de centres d'appels";"Activités de centres d'appels"
1826;;;;
1827;"82.3";"Organisation de salons professionnels et congrès";"Organisation de salons professionnels et congrès";"Organisation salon profession. & congrès"
1828;"82.30";"Organisation de salons professionnels et congrès";"Organisation de salons professionnels et congrès";"Organisation salon profession. & congrès"
1829;"82.30Z";"Organisation de foires, salons professionnels et congrès";"Organisation de foires, salons professionnels et congrès";"Organisation salon profession. & congrès"
1830;;;;
1831;"82.9";"Activités de soutien aux entreprises n.c.a.";"Activités de soutien aux entreprises n.c.a.";"Activités soutien aux entreprises nca."
1832;"82.91";"Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle";"Activ. de recouvrement factures & d'info. financ. s/la clientèle";"Act. recouv. fac. & info. fin. s/client."
1833;"82.91Z";"Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle";"Activ. de recouvrement factures & d'info. financ. s/la clientèle";"Act. recouv. fac. & info. fin. s/client."
1834;"82.92";"Activités de conditionnement";"Activités de conditionnement";"Activités de conditionnement"
1835;"82.92Z";"Activités de conditionnement";"Activités de conditionnement";"Activités de conditionnement"
1836;"82.99";"Autres activités de soutien aux entreprises n.c.a.";"Autres activités de soutien aux entreprises n.c.a.";"Autre activité de soutien aux entr. nca."
1837;"82.99Z";"Autres activités de soutien aux entreprises n.c.a.";"Autres activités de soutien aux entreprises n.c.a.";"Autre activité de soutien aux entr. nca."
1838;;;;
1839;"SECTION O";"ADMINISTRATION PUBLIQUE ";"ADMINISTRATION PUBLIQUE";"ADMINISTRATION PUBLIQUE"
1840;;;;
1841;"84";"Administration publique et défense ; sécurité sociale obligatoire";"Administration publique et défense ; sécurité sociale obligatoire";"Admin. publi. & défense; séc. soc. obli."
1842;;;;
1843;"84.1";"Administration générale, économique et sociale";"Administration générale, économique et sociale";"Admin. générale, économique & sociale"
1844;"84.11";"Administration publique générale";"Administration publique générale";"Administration publique générale"
1845;"84.11Z";"Administration publique générale";"Administration publique générale";"Administration publique générale"
1846;"84.12";"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale ";"Adm. pub. tutelle santé form. cult. & social (aut que sécu. soc.)";"A. p. santé form. cult. & soc. (sf sécu)"
1847;"84.12Z";"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale ";"Adm. pub. tutelle santé form. cult. & social (aut que sécu. soc.)";"A. p. santé form. cult. & soc. (sf sécu)"
1848;"84.13";"Administration publique (tutelle) des activités économiques";"Administration publique (tutelle) des activités économiques";"Adm. publique des activités économiques"
1849;"84.13Z";"Administration publique (tutelle) des activités économiques";"Administration publique (tutelle) des activités économiques";"Adm. publique des activités économiques"
1850;;;;
1851;"84.2";"Services de prérogative publique";"Services de prérogative publique";"Services de prérogative publique"
1852;"84.21";"Affaires étrangères";"Affaires étrangères";"Affaires étrangères"
1853;"84.21Z";"Affaires étrangères";"Affaires étrangères";"Affaires étrangères"
1854;"84.22";"Défense";"Défense";"Défense"
1855;"84.22Z";"Défense";"Défense";"Défense"
1856;"84.23";"Justice";"Justice";"Justice"
1857;"84.23Z";"Justice";"Justice";"Justice"
1858;"84.24";"Activités d’ordre public et de sécurité";"Activités d’ordre public et de sécurité";"Activités d’ordre public et de sécurité"
1859;"84.24Z";"Activités d’ordre public et de sécurité";"Activités d’ordre public et de sécurité";"Activités d’ordre public et de sécurité"
1860;"84.25";"Services du feu et de secours";"Services du feu et de secours";"Services du feu et de secours"
1861;"84.25Z";"Services du feu et de secours";"Services du feu et de secours";"Services du feu et de secours"
1862;;;;
1863;"84.3";"Sécurité sociale obligatoire";"Sécurité sociale obligatoire";"Sécurité sociale obligatoire"
1864;"84.30";"Sécurité sociale obligatoire";"Sécurité sociale obligatoire";"Sécurité sociale obligatoire"
1865;"84.30A";"Activités générales de sécurité sociale";"Activités générales de sécurité sociale";"Activités générales de sécurité sociale"
1866;"84.30B";"Gestion des retraites complémentaires";"Gestion des retraites complémentaires";"Gestion des retraites complémentaires"
1867;"84.30C";"Distribution sociale de revenus";"Distribution sociale de revenus";"Distribution sociale de revenus"
1868;;;;
1869;"SECTION P";"ENSEIGNEMENT";"ENSEIGNEMENT";"ENSEIGNEMENT"
1870;;;;
1871;"85";"Enseignement";"Enseignement";"Enseignement"
1872;;;;
1873;"85.1";"Enseignement pré-primaire";"Enseignement pré-primaire";"Enseignement pré-primaire"
1874;"85.10";"Enseignement pré-primaire";"Enseignement pré-primaire";"Enseignement pré-primaire"
1875;"85.10Z";"Enseignement pré-primaire";"Enseignement pré-primaire";"Enseignement pré-primaire"
1876;;;;
1877;"85.2";"Enseignement primaire";"Enseignement primaire";"Enseignement primaire"
1878;"85.20";"Enseignement primaire";"Enseignement primaire";"Enseignement primaire"
1879;"85.20Z";"Enseignement primaire";"Enseignement primaire";"Enseignement primaire"
1880;;;;
1881;"85.3";"Enseignement secondaire";"Enseignement secondaire";"Enseignement secondaire"
1882;"85.31";"Enseignement secondaire général";"Enseignement secondaire général";"Enseignement secondaire général"
1883;"85.31Z";"Enseignement secondaire général";"Enseignement secondaire général";"Enseignement secondaire général"
1884;"85.32";"Enseignement secondaire technique ou professionnel";"Enseignement secondaire technique ou professionnel";"Enseignemt secondaire techn. ou profess."
1885;"85.32Z";"Enseignement secondaire technique ou professionnel";"Enseignement secondaire technique ou professionnel";"Enseignemt secondaire techn. ou profess."
1886;;;;
1887;"85.4";"Enseignement supérieur et post-secondaire non supérieur";"Enseignement supérieur et post-secondaire non supérieur";"Enseigmnt sup. & post-second. non sup."
1888;"85.41";"Enseignement post-secondaire non supérieur";"Enseignement post-secondaire non supérieur";"Enseignement post-secondaire non sup."
1889;"85.41Z";"Enseignement post-secondaire non supérieur";"Enseignement post-secondaire non supérieur";"Enseignement post-secondaire non sup."
1890;"85.42";"Enseignement supérieur";"Enseignement supérieur";"Enseignement supérieur"
1891;"85.42Z";"Enseignement supérieur";"Enseignement supérieur";"Enseignement supérieur"
1892;;;;
